sent_id,generator,evaluator,german_sentence,Translation,number_of_critical_errors,number_of_major_errors,number_of_minor_errors,final_score
81,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Kriminelle Banden bevorzugten Immobilien als Mittel zur Wäsche von Erträgen aus Straftaten, so Europol, und setzten dabei Anwälte oder Finanzexperten ein, ""die sich manchmal des kriminellen Ursprungs der Vermögenswerte nicht bewusst sind"".","Criminal gangs preferred real estate as a means of laundering proceeds from criminal activities, according to Europol, and used lawyers or financial experts who ""are sometimes unaware of the criminal origin of the assets"".",,,,
82,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Öl, Kupfer und Gold immer teurer: Was ist da los?","Oil, copper, and gold always more expensive: What's going on there?",,,,
83,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Tankstellen in Deutschland sind wichtige Preis-Indikatoren: Wer regelmäßig an die Zapfsäule muss, bekommt ein Gespür für den Ölpreis.",Gas stations in Germany are important price indicators: Those who regularly have to fill up at the pump get a sense of the oil price.,14,3,5,-84
84,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Insbesondere die Ereignisse im Nahen und Mittleren Osten haben dazu beigetragen, dass die Ölpreise gestiegen sind.","The events in the Middle East have contributed to the rising oil prices, in particular.",1,0,1,-6
85,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Generell haben Rohstoffpreise, darunter auch Kupfer und Gold, in jüngster Zeit auf breiter Front zugelegt.","In general, commodity prices, including copper and gold, have increased across the board in recent times.",3,1,2,-20
86,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,So stieg der Preis für die Feinunze Gold zuletzt beispielsweise auf über 2300 US-Dollar - ein absoluter Höchststand.,"So, for example, the price of an ounce of gold recently rose to over $2300 - an all-time high.",3,1,1,-19
87,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Laut Carsten Fritsch von der Commerzbank kann man aktuell gar von einer ""Rohstoff-Rallye"" sprechen.","According to Carsten Fritsch from Commerzbank, one can currently even speak of a ""commodity rally"".",0,1,2,-5
88,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Die Gründe für den Preisanstieg - von Öl bis zum Gold - würden sich allesamt ähneln: ""Zumeist sind es Anzeichen für eine anziehende Nachfrage - gepaart mit Nachrichten eines eingeschränkten Angebots.""","The reasons for the price increase - from oil to gold - would all be similar: ""Mostly they are signs of increasing demand - paired with news of restricted supply.""",1,2,3,-14
89,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Der Preis für das wichtige Industriemetall Kupfer wird im Moment auch durch Spekulationen rund um eine Zinssenkung der US-Notenbank getrieben.,The price of the important industrial metal copper is currently also being driven by speculation about a possible interest rate cut by the US Federal Reserve.,0,0,0,0
90,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Das schwächt wiederum den US-Dollar - und das macht in Dollar gehandelte Rohstoffe wie eben Kupfer für Anleger in anderen Währungsräumen billiger, das erhöht die Nachfrage und somit den Preis.","This in turn weakens the US dollar - and makes commodities traded in dollars, such as copper, cheaper for investors in other currency areas, increasing demand and therefore the price.",0,3,0,-9
91,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Beim Gold - in der Regel der sichere Hafen für Anleger in Krisensituationen - hingegen rätseln Anleger wie Marktbeobachter allerdings über die Gründe des Preisanstiegs.,"In the case of gold - usually the safe haven for investors in crisis situations - however, investors and market observers are puzzled about the reasons for the price increase.",,,,
92,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Mancher vermutet auch hier einen Zusammenhang mit der erhofften Zinssenkung.,Some also suspect a connection here with the hoped-for interest rate cut.,0,1,0,-3
93,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Allerdings verweist das World Gold Council auch auf das derzeit große Interesse von verschiedenen Notenbanken.,"However, the World Gold Council also points to the current high interest from various central banks.",0,1,0,-3
94,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Diese hätten zuletzt ihre Käufe von Gold ""auf höchstem Niveau fortgesetzt"".","They would have recently continued their purchases of gold ""at the highest level.""",1,1,0,-8
95,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Im Falle des Erdöls kommt ein besonderer angebotseinschränkender Faktor hinzu: Die OPEC.,"In the case of oil, a special supply-restricting factor is added: The OPEC.",1,0,0,-5
96,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Organisation erdölexportierender Länder hat bereits vor einigen Monaten die Produktion eingeschränkt.,The Organization of the Petroleum Exporting Countries has already restricted production several months ago.,,,,
97,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Mitte dieser Woche verkündete sie, keine Änderungen an dieser Förderpolitik vorzunehmen.",Mid this week she announced not to make any changes to this funding policy.,1,2,0,-11
98,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Auch das dürfte dazu beitragen, die globalen Märkte in den nächsten Monaten angespannt zu halten - und den Preis für Rohöl womöglich weiter in die Höhe zu treiben.",This is also likely to contribute to keeping the global markets tense in the coming months - and possibly driving the price of crude oil even higher.,6,0,0,-30
99,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Für Autofahrerinnen und Autofahrer sind diese Nachrichten rund um das 159-Liter Fass keine guten - zumindest nicht für diejenigen, die einen Verbrenner-PKW nutzen.","For car drivers, these news about the 159-liter barrel are not good - at least not for those who use a combustion engine vehicle.",0,2,4,-10
100,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die Ölpreisentwicklung hat nämlich direkt spürbare Auswirkungen an der Tankstelle.,The development of oil prices has directly noticeable effects at the gas station.,1,2,0,-11
101,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Da die Preise für Benzin und Diesel eng mit den Rohölpreisen korrelieren, führen steigende Ölpreise zu höheren Kraftstoffpreisen.","Since the prices for gasoline and diesel are closely correlated with crude oil prices, rising oil prices lead to higher fuel prices.",,,,
102,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Verbraucher müssen somit tiefer in die Tasche greifen, wenn sie ihr Verbrenner-Auto auftanken wollen.",Consumers must therefore dig deeper into their pockets if they want to refuel their combustion engine car.,3,0,0,-15
103,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Darauf verweist auch eine aktuelle Auswertung des Automobilclubs ADAC zur Entwicklung der Kraftstoffpreise im März.,This is also indicated by a recent evaluation by the ADAC automobile club on the development of fuel prices in March.,1,0,3,-8
104,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Demnach ist der Liter Super E10 drei Wochen in Folge im Preis gestiegen und lag im Monatsmittel bei 1,787 Euro.","Accordingly, the price of Super E10 gasoline has increased for three consecutive weeks and averaged 1.787 euros per month.",2,0,3,-13
105,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Der Dieselpreis veränderte sich dagegen kaum.,"The diesel price, however, hardly changed.",0,2,1,-7
106,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Dass Diesel von den Preissteigerungen weniger stark betroffen ist, dürfte dem ADAC zufolge am bevorstehenden Ende der Heizperiode liegen - dann sinkt nämlich die Nachfrage nach dem Diesel sehr ähnlichen Heizöl.","According to the ADAC, the fact that diesel is less affected by price increases is likely due to the upcoming end of the heating season - as the demand for diesel, which is very similar to heating oil, decreases.",1,0,1,-6
107,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Stephan Jäger ist der erste männliche deutsche Golfer seit neun Jahren, der einen Sieg auf der PGA-Tour erringen kann.",Stephan JÃ¤ger is the first male German golfer in nine years who is able to win a victory on the PGA Tour.,3,0,2,-17
108,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Trotz wenig Erfolg auf höchster Ebene erfreut sich der Golfsport in Deutschland enormer Popularität.,"Despite little success at the highest level, golf in Germany enjoys enormous popularity.",3,2,1,-22
109,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Ungläubig und mit Tränen in den Augen beobachtete Stephan Jäger den wohl größten Moment seiner Golfkarriere.,"Incredulously and with tears in his eyes, Stephan JÃ¤ger watched the probably greatest moment of his golf career.",0,1,2,-5
110,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"134 Turniere hatte Jäger bereits auf der PGA-Tour, der höchsten Golf-Liga der Welt, gespielt.","Hunter had already played in 134 tournaments on the PGA Tour, the highest golf league in the world.",,,,
111,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Sich in so einem Feld durchzusetzen, ist eine enorme Leistung.",To assert oneself in such a field is an enormous achievement.,1,2,0,-11
112,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"So ein Sieg löst immer einen kleinen Boom im deutschen Golf aus"", sagt Baraka.","""A victory like this always triggers a small boom in German golf,"" says Baraka.",3,2,1,-22
113,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Trotz des Golf-Hypes in Deutschland blieben die großen Erfolge auf der PGA-Tour zuletzt aber aus.,"Despite the golf hype in Germany, the big successes on the PGA Tour have been lacking lately.",0,1,2,-5
114,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Im Jahr 2000 schrieb Tina Fischer Geschichte als erste deutsche Spielerin, die ein LPGA-Event für sich entscheiden konnte.","In 2000, Tina Fischer made history as the first German player to win an LPGA event.",1,3,1,-15
115,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Dennoch sieht Kariem Baraka keinen Anlass zur Sorge: ""Grundsätzlich ist die Entwicklung unserer Spitzenspieler - sowohl bei den Damen als auch bei den Herren - während der letzten Jahre sehr positiv zu bewerten"", sagt er und verweist auf viele Erfolge auf der DP World Tour, die Top-Liga in Europa für den Profi-Golfsport.","Nevertheless, Kariem Baraka sees no reason to worry: ""In general, the development of our top players - both in the women's and men's divisions - can be considered very positive in recent years,"" he says and points to many successes on the DP World Tour, the top league in Europe for professional golf.",0,1,0,-3
116,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Diesen Prozess müssen wir fortführen, damit Siege wie der von Stephan Jäger kein Einzelfall bleiben.",We must continue this process so that victories like Stephan JÃ¤ger's do not remain isolated cases.,3,0,4,-19
117,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Der in München geborene Jäger lebt übrigens bereits seit 16 Jahren in den USA.,The hunter born in Munich has been living in the USA for 16 years.,0,2,3,-9
118,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Schon als Teenager wechselte er zum Golfspielen zunächst an eine US-Highschool und spielte anschließend einige Jahre lang sehr erfolgreich für die Mannschaft der University of Tennessee in Chattanooga.,"As a teenager, he switched to playing golf first at a US high school and then played very successfully for several years for the team of the University of Tennessee in Chattanooga.",1,0,3,-8
119,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Auch auf anderen Ebenen sieht der 45-Jährige, der einst selbst als Playing Professional auf der Tour gespielt hat, die USA im Vorteil.","The 45-year-old, who once played as a professional on the tour himself, also sees the US at an advantage on other levels.",2,1,3,-16
120,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Um weitere junge Menschen früh an den Golfsport heranzuführen, muss er außerdem mehr für die breite Masse zugänglich gemacht werden.","In order to introduce more young people to the sport of golf early on, it must also be made more accessible to the general public.",0,1,0,-3
121,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Wenn wir es schaffen, dass der Golfsport auch in Deutschland für jede Gesellschaftsschicht und jedes Einkommen zugänglich ist und für alle eine Freizeitoption ist, wird es in Deutschland mehr Golferinnen und Golfer geben und somit auch mehr Spitzenspielerinnen und Spitzenspieler"", so Baraka.","""If we manage to make golf accessible to every social class and income level in Germany, and make it a leisure option for everyone, there will be more golfers in Germany and consequently more top players,"" said Baraka.",0,1,2,-5
122,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Im deutschen Nachwuchs stehen bereits einige Talente in den Startlöchern.,"In German youth sports, several talents are already waiting in the wings.",1,0,1,-6
123,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Bei den Frauen gilt Helen Briem als größtes deutsches Golftalent.,"Among women, Helen Briem is considered the greatest German golf talent.",2,0,1,-11
124,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Die 18-jährige aus Nürtingen bei Stuttgart hat letztes Jahr bereits als erste Deutsche in der 104-jährigen Geschichte das bedeutendste Juniorinnen-Turnier der Welt für sich entscheiden können.,"The 18-year-old from NÃ¼rtingen near Stuttgart was able to win the most important junior tournament in the world last year, becoming the first German to do so in the 104-year history.",0,2,3,-9
125,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Bei den Männern gilt Tiger Christensen als größte deutsche Nachwuchshoffnung, der seinen Vornamen mit einem der besten Golfer aller Zeiten teilt.","Among the men, Tiger Christensen is considered the biggest German up-and-coming hope, who shares his first name with one of the greatest golfers of all time.",2,0,1,-11
126,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Golf-Fans in Deutschland dürfen also durchaus zuversichtlich sein, dass sie nicht erneut neun Jahre auf einen weiteren PGA-Tour-Sieg warten müssen.",Golf fans in Germany can certainly be optimistic that they will not have to wait another nine years for another PGA Tour victory.,3,1,2,-20
127,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Ein höhenverstellbarer Schreibtisch oder ergonomische Stühle fördern einen gesunden Arbeitsalltag.,A height-adjustable desk or ergonomic chairs promote a healthy workday.,0,1,0,-3
128,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Ein Team aus Physiotherapeuten, Trainern, Ärzten will nicht nur mit ergonomischen Büromöbeln, sondern auch mit ganzheitlichen Lösungen, Gesundheit, Wohlbefinden und die Produktivität im Arbeitsalltag verbessern.","A team of physiotherapists, trainers, and doctors wants to improve health, well-being, and productivity in everyday work life not only with ergonomic office furniture, but also with holistic solutions.",2,3,0,-19
129,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Dieser Philosophie folgend betreibt Ergotopia einen YouTube-Kanal und unterstützt mit hilfreichen Übungen und Tipps zu mehr Bewegung und weniger Schmerzen im Alltag.,"Following this philosophy, Ergotopia runs a YouTube channel and supports with helpful exercises and tips for more movement and less pain in everyday life.",,,,
130,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,"Bekanntlich fördert ein höhenverstellbarer Schreibtisch eine aktivere Lebensweise, aber Ergotopia bietet darüber hinaus auch kostenlose Fachartikel, Infografiken und Online-Kurse.","As is well known, an adjustable standing desk promotes a more active lifestyle, but Ergotopia also offers free expert articles, infographics, and online courses.",1,0,0,-5
131,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Das Ziel: das Bewusstsein für einen gesunden und aktiven (Arbeits-)Alltag zu fördern und so Volkskrankheiten wie Rücken- und Nackenschmerzen entgegenzuwirken.,The goal is to promote awareness for a healthy and active everyday (work) life and to counteract common illnesses such as back and neck pain.,2,1,4,-17
132,gpt-3.5-turbo-0125,Qwen/Qwen1.5-0.5B-Chat,Dieser Schreibtischstuhl kombiniert modernes Design und ergonomische High-End-Bauteile.,This desk chair combines modern design and ergonomic high-end components.,3,0,1,-16
