sent_id,generator,evaluator,german_sentence,Translation,score
58,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Wir decken auf, was wirklich hinter den Schlagzeilen steckt und warum eine Solaranlage eine Investition in Ihre finanzielle Zukunft ist.","""We are investing in what truly underlies the slumps and why a solar panel is an investment in your financial future.""",5
59,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Warum kaum jemand vom Preissturz bei Solaranlagen weiß.,Why is there not much room for someone from the cost of solar energy projects?,2
60,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Die Kosten für Solarpanels sind in den letzten Jahren drastisch gefallen - ein Detail, das oft unter den Tisch fällt.","The cost of solar panels has skyrocketed significantly in recent years, often taking up space under tables.",5
61,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Dank fortschrittlicher Technologien und Massenproduktion sind die Preise so niedrig wie nie.,"""Thanks for higher technology and mass production, prices are now so cheap as never before.""",5
62,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Lager sind extrem gut gefüllt!,"""the campsite is extremely well kept!""",5
63,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Oft wird dieser entscheidende Fakt jedoch verschwiegen, um traditionelle Energieanbieter zu schützen.","However, this is often the case when traditional energy producers are streamlined to compete with modern technologies.",5
64,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Über die Lebensdauer einer Solaranlage können Sie Zehntausende Euro an Stromkosten einsparen.,"How many euros can you save with a solar panel that lasts for around 10,000 hours?",5
65,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Die anfängliche Investition rechnet sich schneller, als Sie denken.",The faster investment makes sense than you think.,5
66,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Es gibt finanzielle Unterstützungen, die Ihre Investition noch attraktiver machen - ein weiteres Detail, das oft nicht breit kommuniziert wird.","There are financial transactions that make your investment even more attractive, often not communicating widely beyond those involved.",5
67,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Binden Sie sich nicht länger an die Unberechenbarkeit des Energiemarktes.,Do not associate yourself with the uncertainty of the energy market.,5
68,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Mit einer Solaranlage sichern Sie sich gegen zukünftige Preissteigerungen ab.,"""Work with a solar panel to protest against rising prices.""",0
69,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Lithium ist ein wesentlicher Bestandteil von Batteriespeichersystemen, die fast immer zusammen mit Photovoltaikanlagen installiert werden.",Lithium is an essential component of battery systems that are often combined with solar panels.,5
70,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Der Preis für Lithium ist aufgrund von Produktionssteigerungen und der Erschließung neuer Lithiumminen weltweit stabilisiert und sogar stark reduziert.,"The price of lithium is stable and even reducing due to production intensification worldwide, as well as increased use of new lithium-ion batteries.",5
71,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Das sorgt auch für deutlich günstigere Produktionspreise in der Solartechnik.,It also adds significantly higher production costs to the solar technology industry.,0
72,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Sie drücken bei Konsumenten weiterhin die alten Preise durch und erhöhen den eigenen Gewinn drastisch.,They continue to charge higher prices with each customer and hike their own profit by dramatically.,3
73,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Um Verbraucher vor diesem kritischen Fehler zu bewahren, haben junge deutsche Unternehmer jetzt ein Vergleichs-Portal erschaffen.","To allow consumers to reflect on the negative mistake that has been made by young German entrepreneurs now, a comparison portal has been created.",5
74,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Das Portal erfreut sich derzeit immer größerer Beliebtheit, denn es vereinfacht das Einholen von Erstinformationen ungemein.","The portal delights todayâs subscribers constantly, because it enables access to non-free information freely...",5
75,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Das Besondere: Die Anbieter sind sich um den direkten Konkurrenzkampf bewusst und daher bemüht, Ihnen ein faires Angebot zu machen.",Specialized: The dealers are focused on the direct competition and therefore offer a good deal to you...,5
76,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Erstmals hat die europäische Polizeibehörde Europol auf der Grundlage von Daten aus allen EU-Mitgliedsstaaten die Organisierte Kriminalität unter die Lupe genommen.,"At first, Europol was based on data from all European member states that collected criminal statistics under the pretext of the law in each countryâ¦",5
77,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Die europäische Polizeibehörde Europol hat erstmals die ""bedrohlichsten"" Banden des Kontinents analysiert.","Europol has previously analyzed the ""hardest"" parts of the European Union.",3
78,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Das schwere und organisierte Verbrechen ist allgegenwärtig und stellt weiterhin eine große Bedrohung der inneren Sicherheit der Europäischen Union dar"", heißt es in der 51 Seiten starken Studie.","""The extremely organized and structured spread continues to put further strain on the internal security of the European Union.""",5
79,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die größte Bedrohung liegt Europol zufolge in der Infiltrierung der legalen Geschäftswelt - Ziele sind dabei die Erleichterung und Verdeckung der Verbrechen sowie das Waschen der Profite.,The energy shortage is due to illegal trade flows â goals include ensuring access to basic necessities and detecting the profiteers.,0
80,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Für ihre kriminellen Aktivitäten nutzen dem Bericht zufolge rund 86 Prozent der Banden ""legale Handelsstrukturen"".",95% of the groups surveyed by the report use legal trade structures - which make up around 86% of the overall trade structure..,5
81,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Kriminelle Banden bevorzugten Immobilien als Mittel zur Wäsche von Erträgen aus Straftaten, so Europol, und setzten dabei Anwälte oder Finanzexperten ein, ""die sich manchmal des kriminellen Ursprungs der Vermögenswerte nicht bewusst sind"".","IMMOLOBIAN bandits preferred real estate as a means of transportation for immigrants from crime-ridden countries like Europol and set up an array of people with financial expertise or lawyers, ""such that some often do not know anything about the criminal justice system....""",3.5
82,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Öl, Kupfer und Gold immer teurer: Was ist da los?",Kupfer and gold are always cheaper: What's that about?,0
83,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Tankstellen in Deutschland sind wichtige Preis-Indikatoren: Wer regelmäßig an die Zapfsäule muss, bekommt ein Gespür für den Ölpreis.",The price index in Germany is crucial cost indicators: who must pay for a gas tank to receive a bill...,2
84,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Insbesondere die Ereignisse im Nahen und Mittleren Osten haben dazu beigetragen, dass die Ölpreise gestiegen sind.","In particular, events in the North and Middle East have contributed to the rise of prices.",5
85,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Generell haben Rohstoffpreise, darunter auch Kupfer und Gold, in jüngster Zeit auf breiter Front zugelegt.",The global price of materials including coal and gold has increased significantly over the past few years.,5
86,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,So stieg der Preis für die Feinunze Gold zuletzt beispielsweise auf über 2300 US-Dollar - ein absoluter Höchststand.,"So the price of gold reached its peak on Friday, $2300 USD â an absolute giant sum.",5
87,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Laut Carsten Fritsch von der Commerzbank kann man aktuell gar von einer ""Rohstoff-Rallye"" sprechen.","Carsten Fritsch, from the commerce bank, can speak now of a ""renewable fuel car.""",0
88,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Die Gründe für den Preisanstieg - von Öl bis zum Gold - würden sich allesamt ähneln: ""Zumeist sind es Anzeichen für eine anziehende Nachfrage - gepaart mit Nachrichten eines eingeschränkten Angebots.""","The progression of gold production - from the start to the present day - amounts to: ""There are signs that it is an addictive request - accompanied by notifications of emails.""",0
89,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Der Preis für das wichtige Industriemetall Kupfer wird im Moment auch durch Spekulationen rund um eine Zinssenkung der US-Notenbank getrieben.,"The price of copper will also be affected by speculation around the US Treasury, which has in recent times decreased by a large amount on the US dollar.",4
90,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Das schwächt wiederum den US-Dollar - und das macht in Dollar gehandelte Rohstoffe wie eben Kupfer für Anleger in anderen Währungsräumen billiger, das erhöht die Nachfrage und somit den Preis.","The US dollar â and it makes things worse, with US dollar bills being more expensive than ever before, making demand grow and leading to higher prices.",0
91,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Beim Gold - in der Regel der sichere Hafen für Anleger in Krisensituationen - hingegen rätseln Anleger wie Marktbeobachter allerdings über die Gründe des Preisanstiegs.,"In terms of gold, it is typically more popular in crisis situations than in times of stable economic conditions. This is because market participants often take advantage of the lower price to sell their goods and services at a lower price than they would pay if there were a stable economy. Additionally, as an investment option, gold can also be a way for individuals or businesses to accumulate wealth over time through appreciation or appreciation.",5
92,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Mancher vermutet auch hier einen Zusammenhang mit der erhofften Zinssenkung.,Mancher also betont auch eine ZusammenhÃ¤ngung mit der erhÃ¶hen Zinssenkung.,5
93,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Allerdings verweist das World Gold Council auch auf das derzeit große Interesse von verschiedenen Notenbanken.,"But despite this, the World Gold Council also expresses an interest in different banks' current interest rates...",5
94,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Diese hätten zuletzt ihre Käufe von Gold ""auf höchstem Niveau fortgesetzt"".","Finally, their shares of gold were raised from the level of ""high,""â¦.",0
95,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Im Falle des Erdöls kommt ein besonderer angebotseinschränkender Faktor hinzu: Die OPEC.,The factor that comes with the oil embargo is the Organisation for Economic Cooperation and Development (OPEC).,5
96,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Organisation erdölexportierender Länder hat bereits vor einigen Monaten die Produktion eingeschränkt.,The organization has already exceeded production by several months.,0
97,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Mitte dieser Woche verkündete sie, keine Änderungen an dieser Förderpolitik vorzunehmen.",This week he announced no changes to this policy...,5
98,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Auch das dürfte dazu beitragen, die globalen Märkte in den nächsten Monaten angespannt zu halten - und den Preis für Rohöl womöglich weiter in die Höhe zu treiben.",mÃªme this contributes to maintaining global markets in the thinnest months of the year â and the price will rise even higher in the coming weeksâ¦,4
99,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Für Autofahrerinnen und Autofahrer sind diese Nachrichten rund um das 159-Liter Fass keine guten - zumindest nicht für diejenigen, die einen Verbrenner-PKW nutzen.",Autobahners and autohelixes are this message around the 159-liter frame not bad - at least not autobahners that use power-ups...,0
100,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Die Ölpreisentwicklung hat nämlich direkt spürbare Auswirkungen an der Tankstelle.,The increase in fuel prices has direct negative impacts on tanks.,5
101,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Da die Preise für Benzin und Diesel eng mit den Rohölpreisen korrelieren, führen steigende Ölpreise zu höheren Kraftstoffpreisen.","With fuel prices rising and diesel prices falling together with those of oil, the price of energy is increasing rapidly to support the growth of power stations.",2
102,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Verbraucher müssen somit tiefer in die Tasche greifen, wenn sie ihr Verbrenner-Auto auftanken wollen.",consumers choose to take their vehicle closer to the counter when they buy an autonomous vehicle...,0
103,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Darauf verweist auch eine aktuelle Auswertung des Automobilclubs ADAC zur Entwicklung der Kraftstoffpreise im März.,"On top of that, ADAC is also evaluating the current output of its automotive club to inform its efforts in developing fuel prices in the market...",5
104,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Demnach ist der Liter Super E10 drei Wochen in Folge im Preis gestiegen und lag im Monatsmittel bei 1,787 Euro.","As of now, the Liter Super E10 is on sale for three weeks at the price of $1,787 per month.",2
105,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Der Dieselpreis veränderte sich dagegen kaum.,The price had already passed in that way...,0
106,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Dass Diesel von den Preissteigerungen weniger stark betroffen ist, dürfte dem ADAC zufolge am bevorstehenden Ende der Heizperiode liegen - dann sinkt nämlich die Nachfrage nach dem Diesel sehr ähnlichen Heizöl.","When diesel prices are less correlated with inflation rates, so far as the ADAC is concerned, then demand for diesel will very nearly be in constant supply as a result of this â and that will cause a huge decrease in demand for diesel in the coming yearsâ¦",0
107,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,"Stephan Jäger ist der erste männliche deutsche Golfer seit neun Jahren, der einen Sieg auf der PGA-Tour erringen kann.","Stephan JÃ¯Â¿Â½ger is the first German golfer to win a tournament on thePGA Tour since 1982, making him the first German professional to do so.",5
108,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Trotz wenig Erfolg auf höchster Ebene erfreut sich der Golfsport in Deutschland enormer Popularität.,"Due to little success on the professional stage, Germany is now significantly more popular among sports enthusiasts worldwide.",5
109,Qwen/Qwen1.5-0.5B-Chat,mistralai/Mistral-7B-Instruct-v0.2,Ungläubig und mit Tränen in den Augen beobachtete Stephan Jäger den wohl größten Moment seiner Golfkarriere.,The handsome and stylish Stephen JÃ¯Â¿Â½ger caught his breath when he gazed at his golf career from the eyes of other players in the back of the audience.,2
